geneSet,description,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId,cancer,method,logFDR
GO:0071887,leukocyte apoptotic process,http://amigo.geneontology.org/amigo/term/GO:0071887,93,12,3.703887598,3.239839138,0.000301642,0.01301676,100;301;356;578;917;972;1234;1831;3665;3958;6352;8013,ANXA1;CCL5;LGALS3;FASLG;NR4A3;TSC22D3;IRF7;ADA;CCR5;CD74;CD3G;BAK1,ThyroidCancer,pos,1.885497092
GO:0033627,cell adhesion mediated by integrin,http://amigo.geneontology.org/amigo/term/GO:0033627,56,9,2.230297908,4.035335354,0.000329918,0.01301676,100;916;3689;3695;6352;9270;10519;54997;83706,CCL5;ITGB7;ITGB2;CD3E;TESC;ADA;CIB1;FERMT3;ITGB1BP1,ThyroidCancer,pos,1.885497092
GO:0030901,midbrain development,http://amigo.geneontology.org/amigo/term/GO:0030901,71,10,2.827699134,3.536444129,0.000469283,0.016972402,60;387;801;2539;2746;3309;4929;8655;10971;22933,CALM1;HSPA5;ACTB;DYNLL1;RHOA;NR4A2;YWHAQ;GLUD1;SIRT2;G6PD,ThyroidCancer,pos,1.770256692
GO:0048144,fibroblast proliferation,http://amigo.geneontology.org/amigo/term/GO:0048144,73,10,2.90735263,3.439555249,0.000588407,0.019643746,302;972;1026;2010;2355;2495;2950;3725;6277;7040,ANXA2;S100A6;JUN;TGFB1;CDKN1A;GSTP1;FOSL2;EMD;FTH1;CD74,ThyroidCancer,pos,1.706775686
GO:0032432,actin filament bundle,http://amigo.geneontology.org/amigo/term/GO:0032432,59,9,2.268349515,3.967642527,0.000382463,0.021366945,81;1265;1535;3936;4627;7170;7171;7791;103910,MYL12B;LCP1;CYBA;ACTN4;ZYX;TPM4;CNN2;TPM3;MYH9,ThyroidCancer,CC,1.670257566
GO:0006925,inflammatory cell apoptotic process,http://amigo.geneontology.org/amigo/term/GO:0006925,19,5,0.756708219,6.607566662,0.000714375,0.022145635,301;356;1234;3665;6352,ANXA1;CCL5;FASLG;IRF7;CCR5,ThyroidCancer,pos,1.654711863
GO:0009132,nucleoside diphosphate metabolic process,http://amigo.geneontology.org/amigo/term/GO:0009132,90,11,3.584407353,3.068847627,0.000850912,0.024619714,226;2023;2597;2821;2987;3939;5209;5223;5230;7167;54541,LDHA;GAPDH;PGK1;DDIT4;GUK1;TPI1;ALDOA;PFKFB3;PGAM1;GPI;ENO1,ThyroidCancer,pos,1.608716997
GO:0004896,cytokine receptor activity,http://amigo.geneontology.org/amigo/term/GO:0004896,78,11,2.995591261,3.672063056,0.00017875,0.030208791,960;972;1234;2833;3561;3568;3581;3587;7852;10663;50615,CXCR4;CXCR3;CD44;CXCR6;IL2RG;IL9R;IL5RA;CCR5;CD74;IL10RA;IL21R,ThyroidCancer,MF,1.519866661
GO:0015405,P-P-bond-hydrolysis-driven transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0015405,67,10,2.573136083,3.886308255,0.00021776,0.032712393,308;476;483;489;493;527;6890;6892;10952;23480,ATP6V0C;ANXA5;TAP1;ATP2B4;ATP1A1;ATP1B3;TAPBP;SEC61B;SEC61G;ATP2A3,ThyroidCancer,MF,1.48528768
GO:0015399,primary active transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0015399,68,10,2.611541099,3.829156663,0.000246736,0.03335866,308;476;483;489;493;527;6890;6892;10952;23480,ATP6V0C;ANXA5;TAP1;ATP2B4;ATP1A1;ATP1B3;TAPBP;SEC61B;SEC61G;ATP2A3,ThyroidCancer,MF,1.476791402
GO:0008637,apoptotic mitochondrial changes,http://amigo.geneontology.org/amigo/term/GO:0008637,95,11,3.783541094,2.907329331,0.001337514,0.033991613,291;292;409;578;638;3002;3725;4000;7534;10971;25994,LMNA;GZMB;JUN;YWHAZ;YWHAQ;SLC25A4;BIK;ARRB2;SLC25A5;BAK1;HIGD1A,ThyroidCancer,pos,1.468628223
GO:0034340,response to type I interferon,http://amigo.geneontology.org/amigo/term/GO:0034340,68,9,2.708218889,3.323217351,0.00140979,0.033991613,3133;3659;3662;3665;8519;8638;9636;10581;11140,OASL;IFITM2;IFITM1;ISG15;CDC37;IRF7;IRF4;IRF1;HLA-E,ThyroidCancer,pos,1.468628223
GO:0043620,regulation of DNA-templated transcription in response to stress,http://amigo.geneontology.org/amigo/term/GO:0043620,68,9,2.708218889,3.323217351,0.00140979,0.033991613,467;3309;3337;3725;7314;7316;10370;22933;25994,JUN;UBC;HSPA5;UBB;ATF3;DNAJB1;CITED2;SIRT2;HIGD1A,ThyroidCancer,pos,1.468628223
GO:0042641,actomyosin,http://amigo.geneontology.org/amigo/term/GO:0042641,65,9,2.499029126,3.601398601,0.000794201,0.038785535,81;1265;1535;3936;4627;7170;7171;7791;103910,MYL12B;LCP1;CYBA;ACTN4;ZYX;TPM4;CNN2;TPM3;MYH9,ThyroidCancer,CC,1.411330217
GO:0001931,uropod,http://amigo.geneontology.org/amigo/term/GO:0001931,12,4,0.461359223,8.67003367,0.000833102,0.038785535,4478;4627;6404;7430,EZR;MSN;SELPLG;MYH9,ThyroidCancer,CC,1.411330217
GO:0031254,cell trailing edge,http://amigo.geneontology.org/amigo/term/GO:0031254,12,4,0.461359223,8.67003367,0.000833102,0.038785535,4478;4627;6404;7430,EZR;MSN;SELPLG;MYH9,ThyroidCancer,CC,1.411330217
GO:1901264,carbohydrate derivative transport,http://amigo.geneontology.org/amigo/term/GO:1901264,33,6,1.314282696,4.565227876,0.001703643,0.0389148,100;291;292;1535;2987;54843,CYBA;GUK1;SYTL2;SLC25A4;ADA;SLC25A5,ThyroidCancer,pos,1.4098852
GO:0019956,chemokine binding,http://amigo.geneontology.org/amigo/term/GO:0019956,26,6,0.99853042,6.008830455,0.000369674,0.041554629,1234;2833;5355;7538;7852;10663,ZFP36;CXCR4;PLP2;CXCR3;CXCR6;CCR5,ThyroidCancer,MF,1.381380586
GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity,http://amigo.geneontology.org/amigo/term/GO:0017017,10,4,0.384050162,10.41530612,0.000374203,0.041554629,1843;1844;1846;1847,DUSP2;DUSP4;DUSP5;DUSP1,ThyroidCancer,MF,1.381380586
GO:0019957,C-C chemokine binding,http://amigo.geneontology.org/amigo/term/GO:0019957,18,5,0.691290291,7.232851474,0.000461035,0.041554629,1234;2833;7538;7852;10663,ZFP36;CXCR4;CXCR3;CXCR6;CCR5,ThyroidCancer,MF,1.381380586
GO:0004298,threonine-type endopeptidase activity,http://amigo.geneontology.org/amigo/term/GO:0004298,18,5,0.691290291,7.232851474,0.000461035,0.041554629,5687;5688;5694;5698;5699,PSMA7;PSMB9;PSMA6;PSMB6;PSMB10,ThyroidCancer,MF,1.381380586
GO:0070003,threonine-type peptidase activity,http://amigo.geneontology.org/amigo/term/GO:0070003,18,5,0.691290291,7.232851474,0.000461035,0.041554629,5687;5688;5694;5698;5699,PSMA7;PSMB9;PSMA6;PSMB6;PSMB10,ThyroidCancer,MF,1.381380586
GO:0030134,COPII-coated ER to Golgi transport vesicle,http://amigo.geneontology.org/amigo/term/GO:0030134,67,9,2.57592233,3.493894166,0.000992895,0.043791899,567;972;1075;3113;3115;3123;3127;10959;81555,HLA-DPA1;B2M;HLA-DRB1;HLA-DRB5;HLA-DPB1;CTSC;CD74;TMED2;YIPF5,ThyroidCancer,CC,1.358606219
GO:0033549,MAP kinase phosphatase activity,http://amigo.geneontology.org/amigo/term/GO:0033549,11,4,0.422455178,9.468460111,0.000570279,0.045353924,1843;1844;1846;1847,DUSP2;DUSP4;DUSP5;DUSP1,ThyroidCancer,MF,1.343385136
GO:0031386,protein tag,http://amigo.geneontology.org/amigo/term/GO:0031386,11,4,0.422455178,9.468460111,0.000570279,0.045353924,7314;7316;9636;59286,UBC;UBB;UBL5;ISG15,ThyroidCancer,MF,1.343385136
GO:0030670,phagocytic vesicle membrane,http://amigo.geneontology.org/amigo/term/GO:0030670,55,8,2.114563107,3.78328742,0.001109719,0.046497236,527;567;811;1535;5880;6890;6892;11151,B2M;CORO1A;ATP6V0C;CYBA;CALR;TAP1;TAPBP;RAC2,ThyroidCancer,CC,1.332572866
GO:0004602,glutathione peroxidase activity,http://amigo.geneontology.org/amigo/term/GO:0004602,12,4,0.460860194,8.679421769,0.000829623,0.06231387,241;2950;4259;9588,ALOX5AP;GSTP1;PRDX6;MGST3,ThyroidCancer,MF,1.205415278
GO:1904680,peptide transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:1904680,21,5,0.806505339,6.199586978,0.000995583,0.067458087,4170;6890;6892;10952;23480,MCL1;TAP1;TAPBP;SEC61B;SEC61G,ThyroidCancer,MF,1.170965981
GO:0016494,C-X-C chemokine receptor activity,http://amigo.geneontology.org/amigo/term/GO:0016494,6,3,0.230430097,13.01913265,0.001031024,0.067458087,2833;7852;10663,CXCR4;CXCR3;CXCR6,ThyroidCancer,MF,1.170965981
GO:0048306,calcium-dependent protein binding,http://amigo.geneontology.org/amigo/term/GO:0048306,55,8,2.112275889,3.787384045,0.001101599,0.067458087,301;302;309;311;801;6277;6282;79720,ANXA1;ANXA2;S100A6;S100A11;CALM1;VPS37B;ANXA6;ANXA11,ThyroidCancer,MF,1.170965981
GO:0019829,cation-transporting ATPase activity,http://amigo.geneontology.org/amigo/term/GO:0019829,32,6,1.228960517,4.882174745,0.001197481,0.067458087,308;476;483;489;493;527,ATP6V0C;ANXA5;ATP2B4;ATP1A1;ATP1B3;ATP2A3,ThyroidCancer,MF,1.170965981
GO:0022853,active ion transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0022853,32,6,1.228960517,4.882174745,0.001197481,0.067458087,308;476;483;489;493;527,ATP6V0C;ANXA5;ATP2B4;ATP1A1;ATP1B3;ATP2A3,ThyroidCancer,MF,1.170965981
GO:0042625,ATPase coupled ion transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0042625,32,6,1.228960517,4.882174745,0.001197481,0.067458087,308;476;483;489;493;527,ATP6V0C;ANXA5;ATP2B4;ATP1A1;ATP1B3;ATP2A3,ThyroidCancer,MF,1.170965981
GO:0015662,"ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism",http://amigo.geneontology.org/amigo/term/GO:0015662,23,5,0.883315372,5.660492458,0.001545351,0.079027752,308;476;483;489;493,ANXA5;ATP2B4;ATP1A1;ATP1B3;ATP2A3,ThyroidCancer,MF,1.102220372
GO:0050998,nitric-oxide synthase binding,http://amigo.geneontology.org/amigo/term/GO:0050998,14,4,0.537670226,7.439504373,0.001578217,0.079027752,60;493;801;972,CALM1;ACTB;ATP2B4;CD74,ThyroidCancer,MF,1.102220372
GO:0023026,MHC class II protein complex binding,http://amigo.geneontology.org/amigo/term/GO:0023026,14,4,0.537670226,7.439504373,0.001578217,0.079027752,311;972;3123;3312,HSPA8;HLA-DRB1;CD74;ANXA11,ThyroidCancer,MF,1.102220372
GO:0005388,calcium-transporting ATPase activity,http://amigo.geneontology.org/amigo/term/GO:0005388,7,3,0.268835113,11.15925656,0.001752997,0.081725932,308;489;493,ANXA5;ATP2B4;ATP2A3,ThyroidCancer,MF,1.087640115
GO:0042608,T cell receptor binding,http://amigo.geneontology.org/amigo/term/GO:0042608,7,3,0.268835113,11.15925656,0.001752997,0.081725932,916;917;3133,CD3E;CD3G;HLA-E,ThyroidCancer,MF,1.087640115
GO:0001671,ATPase activator activity,http://amigo.geneontology.org/amigo/term/GO:0001671,24,5,0.921720388,5.424638605,0.001891322,0.085235587,483;3301;3337;10049;64215,DNAJA1;DNAJB6;ATP1B3;DNAJB1;DNAJC1,ThyroidCancer,MF,1.069379042
GO:0005200,structural constituent of cytoskeleton,http://amigo.geneontology.org/amigo/term/GO:0005200,89,10,3.418046439,2.925647787,0.002112429,0.089372073,60;4478;7277;7280;7431;7846;10094;10109;10376;84790,VIM;TUBA4A;TUBB2A;TUBA1A;ACTB;TUBA1C;TUBA1B;ARPC2;MSN;ARPC3,ThyroidCancer,MF,1.048798168
GO:0042626,"ATPase activity, coupled to transmembrane movement of substances",http://amigo.geneontology.org/amigo/term/GO:0042626,61,8,2.342705986,3.414854466,0.002181419,0.089372073,308;476;483;489;493;527;6890;6892,ATP6V0C;ANXA5;TAP1;ATP2B4;ATP1A1;ATP1B3;TAPBP;ATP2A3,ThyroidCancer,MF,1.048798168
GO:0043492,"ATPase activity, coupled to movement of substances",http://amigo.geneontology.org/amigo/term/GO:0043492,61,8,2.342705986,3.414854466,0.002181419,0.089372073,308;476;483;489;493;527;6890;6892,ATP6V0C;ANXA5;TAP1;ATP2B4;ATP1A1;ATP1B3;TAPBP;ATP2A3,ThyroidCancer,MF,1.048798168
GO:0042887,amide transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0042887,25,5,0.960125404,5.207653061,0.002290709,0.091089377,4170;6890;6892;10952;23480,MCL1;TAP1;TAPBP;SEC61B;SEC61G,ThyroidCancer,MF,1.040532267
GO:0030235,nitric-oxide synthase regulator activity,http://amigo.geneontology.org/amigo/term/GO:0030235,8,3,0.307240129,9.76434949,0.002725212,0.105271059,493;801;8655,CALM1;DYNLL1;ATP2B4,ThyroidCancer,MF,0.977691007
GO:0051019,mitogen-activated protein kinase binding,http://amigo.geneontology.org/amigo/term/GO:0051019,27,5,1.036935436,4.821900983,0.003268102,0.116228011,409;1843;1844;2643;8826,DUSP2;ARRB2;IQGAP1;GCH1;DUSP1,ThyroidCancer,MF,0.934689193
GO:0016493,C-C chemokine receptor activity,http://amigo.geneontology.org/amigo/term/GO:0016493,17,4,0.652885275,6.12665066,0.003424757,0.116228011,1234;2833;7852;10663,CXCR4;CXCR3;CXCR6;CCR5,ThyroidCancer,MF,0.934689193
GO:0044183,protein binding involved in protein folding,http://amigo.geneontology.org/amigo/term/GO:0044183,17,4,0.652885275,6.12665066,0.003424757,0.116228011,811;972;3309;3312,HSPA8;HSPA5;CALR;CD74,ThyroidCancer,MF,0.934689193
GO:0005544,calcium-dependent phospholipid binding,http://amigo.geneontology.org/amigo/term/GO:0005544,39,6,1.49779563,4.00588697,0.003438699,0.116228011,301;302;308;309;311;94120,ANXA1;ANXA2;ANXA5;ANXA6;SYTL3;ANXA11,ThyroidCancer,MF,0.934689193
GO:0060590,ATPase regulator activity,http://amigo.geneontology.org/amigo/term/GO:0060590,39,6,1.49779563,4.00588697,0.003438699,0.116228011,483;3301;3337;5216;10049;64215,PFN1;DNAJA1;DNAJB6;ATP1B3;DNAJB1;DNAJC1,ThyroidCancer,MF,0.934689193
GO:0008514,organic anion transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0008514,81,9,3.110806309,2.89314059,0.003753059,0.12375942,291;292;682;6510;6515;6520;8140;9123;133418,SLC7A5;SLC1A5;EMB;SLC25A4;SLC3A2;BSG;SLC25A5;SLC2A3;SLC16A3,ThyroidCancer,MF,0.907421735
GO:0051082,unfolded protein binding,http://amigo.geneontology.org/amigo/term/GO:0051082,97,10,3.725286568,2.684357248,0.003985565,0.128297226,811;3301;3309;3312;3337;5478;5479;6892;10049;11140,HSPA8;PPIB;HSPA5;DNAJA1;CALR;DNAJB6;PPIA;CDC37;TAPBP;DNAJB1,ThyroidCancer,MF,0.891782733
GO:0098641,cadherin binding involved in cell-cell adhesion,http://amigo.geneontology.org/amigo/term/GO:0098641,18,4,0.691290291,5.786281179,0.004271535,0.134304993,301;302;5499;6282,ANXA1;ANXA2;S100A11;PPP1CA,ThyroidCancer,MF,0.871907842
GO:0098631,cell adhesion mediator activity,http://amigo.geneontology.org/amigo/term/GO:0098631,55,7,2.112275889,3.313961039,0.004830594,0.147870207,301;302;682;3672;5499;6282;133418,ANXA1;ANXA2;S100A11;ITGA1;PPP1CA;EMB;BSG,ThyroidCancer,MF,0.830119319
GO:0016814,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",http://amigo.geneontology.org/amigo/term/GO:0016814,19,4,0.729695307,5.481740064,0.005248973,0.147870207,100;2643;27350;60489,APOBEC3G;APOBEC3C;ADA;GCH1,ThyroidCancer,MF,0.830119319
GO:0001637,G protein-coupled chemoattractant receptor activity,http://amigo.geneontology.org/amigo/term/GO:0001637,19,4,0.729695307,5.481740064,0.005248973,0.147870207,1234;2833;7852;10663,CXCR4;CXCR3;CXCR6;CCR5,ThyroidCancer,MF,0.830119319
GO:0004950,chemokine receptor activity,http://amigo.geneontology.org/amigo/term/GO:0004950,19,4,0.729695307,5.481740064,0.005248973,0.147870207,1234;2833;7852;10663,CXCR4;CXCR3;CXCR6;CCR5,ThyroidCancer,MF,0.830119319
GO:0043531,ADP binding,http://amigo.geneontology.org/amigo/term/GO:0043531,30,5,1.152150485,4.339710884,0.00524983,0.147870207,476;2746;4627;5230;6890,PGK1;TAP1;ATP1A1;GLUD1;MYH9,ThyroidCancer,MF,0.830119319
GO:0030957,Tat protein binding,http://amigo.geneontology.org/amigo/term/GO:0030957,10,3,0.384050162,7.811479592,0.005513995,0.152141256,60;3301;23710,ACTB;GABARAPL1;DNAJA1,ThyroidCancer,MF,0.817753003
GO:0017022,myosin binding,http://amigo.geneontology.org/amigo/term/GO:0017022,58,7,2.227490938,3.142549261,0.006489147,0.175466526,387;5873;7852;8766;9368;11151;103910,CXCR4;MYL12B;CORO1A;RHOA;SLC9A3R1;RAB11A;RAB27A,ThyroidCancer,MF,0.755805722
GO:0015026,coreceptor activity,http://amigo.geneontology.org/amigo/term/GO:0015026,32,5,1.228960517,4.068478954,0.006967747,0.184470108,925;926;1234;7852;10663,CD8A;CXCR4;CD8B;CXCR6;CCR5,ThyroidCancer,MF,0.734073997
GO:0004859,phospholipase inhibitor activity,http://amigo.geneontology.org/amigo/term/GO:0004859,11,3,0.422455178,7.101345083,0.007367889,0.184470108,301;302;308,ANXA1;ANXA2;ANXA5,ThyroidCancer,MF,0.734073997
GO:0016004,phospholipase activator activity,http://amigo.geneontology.org/amigo/term/GO:0016004,11,3,0.422455178,7.101345083,0.007367889,0.184470108,375;6348;6352,CCL5;ARF1;CCL3,ThyroidCancer,MF,0.734073997
GO:0035925,mRNA 3'-UTR AU-rich region binding,http://amigo.geneontology.org/amigo/term/GO:0035925,11,3,0.422455178,7.101345083,0.007367889,0.184470108,678;7538;80149,ZFP36;ZFP36L2;ZC3H12A,ThyroidCancer,MF,0.734073997
GO:0098632,cell-cell adhesion mediator activity,http://amigo.geneontology.org/amigo/term/GO:0098632,46,6,1.766630744,3.396295475,0.007884079,0.193804994,301;302;682;5499;6282;133418,ANXA1;ANXA2;S100A11;PPP1CA;EMB;BSG,ThyroidCancer,MF,0.712635036
GO:0004601,peroxidase activity,http://amigo.geneontology.org/amigo/term/GO:0004601,34,5,1.30577055,3.829156663,0.009043989,0.214586581,241;2950;4259;5052;9588,ALOX5AP;GSTP1;PRDX1;PRDX6;MGST3,ThyroidCancer,MF,0.66839744
GO:0071889,14-3-3 protein binding,http://amigo.geneontology.org/amigo/term/GO:0071889,22,4,0.844910356,4.734230056,0.009046919,0.214586581,409;7538;10971;54541,ZFP36;DDIT4;YWHAQ;ARRB2,ThyroidCancer,MF,0.66839744
GO:0060229,lipase activator activity,http://amigo.geneontology.org/amigo/term/GO:0060229,12,3,0.460860194,6.509566327,0.009547311,0.218779061,375;6348;6352,CCL5;ARF1;CCL3,ThyroidCancer,MF,0.659994246
GO:0043495,protein membrane anchor,http://amigo.geneontology.org/amigo/term/GO:0043495,12,3,0.460860194,6.509566327,0.009547311,0.218779061,4627;10519;25777,CIB1;SUN2;MYH9,ThyroidCancer,MF,0.659994246
GO:0031072,heat shock protein binding,http://amigo.geneontology.org/amigo/term/GO:0031072,95,9,3.648476536,2.466783029,0.010588516,0.238594566,578;3301;3309;3312;3337;3689;7538;10049;11140,ZFP36;HSPA8;HSPA5;DNAJA1;ITGB2;DNAJB6;CDC37;DNAJB1;BAK1,ThyroidCancer,MF,0.622339451
GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",http://amigo.geneontology.org/amigo/term/GO:0016684,37,5,1.420985598,3.518684501,0.01290199,0.275567814,241;2950;4259;5052;9588,ALOX5AP;GSTP1;PRDX1;PRDX6;MGST3,ThyroidCancer,MF,0.559771509
GO:0019003,GDP binding,http://amigo.geneontology.org/amigo/term/GO:0019003,51,6,1.958655824,3.06332533,0.012919637,0.275567814,375;387;2773;5873;5901;5908,RHOA;RAP1B;ARF1;RAB27A;RAN;GNAI3,ThyroidCancer,MF,0.559771509
GO:0042289,MHC class II protein binding,http://amigo.geneontology.org/amigo/term/GO:0042289,5,2,0.192025081,10.41530612,0.013620515,0.275567814,972;3902,LAG3;CD74,ThyroidCancer,MF,0.559771509
GO:0032050,clathrin heavy chain binding,http://amigo.geneontology.org/amigo/term/GO:0032050,5,2,0.192025081,10.41530612,0.013620515,0.275567814,1212;3949,LDLR;CLTB,ThyroidCancer,MF,0.559771509
GO:0055131,C3HC4-type RING finger domain binding,http://amigo.geneontology.org/amigo/term/GO:0055131,5,2,0.192025081,10.41530612,0.013620515,0.275567814,3301;3312,HSPA8;DNAJA1,ThyroidCancer,MF,0.559771509
GO:0031726,CCR1 chemokine receptor binding,http://amigo.geneontology.org/amigo/term/GO:0031726,5,2,0.192025081,10.41530612,0.013620515,0.275567814,6348;6352,CCL5;CCL3,ThyroidCancer,MF,0.559771509
GO:0047485,protein N-terminus binding,http://amigo.geneontology.org/amigo/term/GO:0047485,99,9,3.8020966,2.367115028,0.013656097,0.275567814,81;241;382;801;6386;7040;9368;10971;84174,ALOX5AP;CALM1;TGFB1;SLA2;ACTN4;SLC9A3R1;YWHAQ;SDCBP;ARF6,ThyroidCancer,MF,0.559771509
GO:0004364,glutathione transferase activity,http://amigo.geneontology.org/amigo/term/GO:0004364,14,3,0.537670226,5.57962828,0.014922268,0.292389938,241;2950;4259,ALOX5AP;GSTP1;MGST3,ThyroidCancer,MF,0.534037577
GO:0005092,GDP-dissociation inhibitor activity,http://amigo.geneontology.org/amigo/term/GO:0005092,14,3,0.537670226,5.57962828,0.014922268,0.292389938,396;397;9270,ARHGDIB;ARHGDIA;ITGB1BP1,ThyroidCancer,MF,0.534037577
GO:0008320,protein transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0008320,15,3,0.576075242,5.207653061,0.018130966,0.345197844,4170;10952;23480,MCL1;SEC61B;SEC61G,ThyroidCancer,MF,0.461931925
GO:0015175,neutral amino acid transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0015175,15,3,0.576075242,5.207653061,0.018130966,0.345197844,6510;6520;8140,SLC7A5;SLC1A5;SLC3A2,ThyroidCancer,MF,0.461931925
GO:0043548,phosphatidylinositol 3-kinase binding,http://amigo.geneontology.org/amigo/term/GO:0043548,27,4,1.036935436,3.857520786,0.018675392,0.345197844,476;801;10870;11151,CALM1;HCST;CORO1A;ATP1A1,ThyroidCancer,MF,0.461931925
GO:0000295,adenine nucleotide transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0000295,6,2,0.230430097,8.679421769,0.01991526,0.345197844,291;292,SLC25A4;SLC25A5,ThyroidCancer,MF,0.461931925
GO:0005346,purine ribonucleotide transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0005346,6,2,0.230430097,8.679421769,0.01991526,0.345197844,291;292,SLC25A4;SLC25A5,ThyroidCancer,MF,0.461931925
GO:0015216,purine nucleotide transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0015216,6,2,0.230430097,8.679421769,0.01991526,0.345197844,291;292,SLC25A4;SLC25A5,ThyroidCancer,MF,0.461931925
GO:0016861,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses",http://amigo.geneontology.org/amigo/term/GO:0016861,6,2,0.230430097,8.679421769,0.01991526,0.345197844,2821;7167,TPI1;GPI,ThyroidCancer,MF,0.461931925
GO:0061133,endopeptidase activator activity,http://amigo.geneontology.org/amigo/term/GO:0061133,6,2,0.230430097,8.679421769,0.01991526,0.345197844,5720;5721,PSME1;PSME2,ThyroidCancer,MF,0.461931925
GO:0015450,P-P-bond-hydrolysis-driven protein transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0015450,6,2,0.230430097,8.679421769,0.01991526,0.345197844,10952;23480,SEC61B;SEC61G,ThyroidCancer,MF,0.461931925
GO:0042056,chemoattractant activity,http://amigo.geneontology.org/amigo/term/GO:0042056,28,4,1.075340453,3.719752187,0.021145402,0.349137957,3148;3958;6348;6352,CCL5;LGALS3;HMGB2;CCL3,ThyroidCancer,MF,0.457002934
GO:0051287,NAD binding,http://amigo.geneontology.org/amigo/term/GO:0051287,42,5,1.613010679,3.099793489,0.021557496,0.349137957,2597;2746;3418;3939;22933,LDHA;GAPDH;IDH2;GLUD1;SIRT2,ThyroidCancer,MF,0.457002934
GO:0019239,deaminase activity,http://amigo.geneontology.org/amigo/term/GO:0019239,16,3,0.614480259,4.882174745,0.021692003,0.349137957,100;27350;60489,APOBEC3G;APOBEC3C;ADA,ThyroidCancer,MF,0.457002934
GO:0055102,lipase inhibitor activity,http://amigo.geneontology.org/amigo/term/GO:0055102,16,3,0.614480259,4.882174745,0.021692003,0.349137957,301;302;308,ANXA1;ANXA2;ANXA5,ThyroidCancer,MF,0.457002934
GO:0022884,macromolecule transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0022884,16,3,0.614480259,4.882174745,0.021692003,0.349137957,4170;10952;23480,MCL1;SEC61B;SEC61G,ThyroidCancer,MF,0.457002934
GO:0004623,phospholipase A2 activity,http://amigo.geneontology.org/amigo/term/GO:0004623,16,3,0.614480259,4.882174745,0.021692003,0.349137957,5920;9588;11145,RARRES3;PLA2G16;PRDX6,ThyroidCancer,MF,0.457002934
GO:0003725,double-stranded RNA binding,http://amigo.geneontology.org/amigo/term/GO:0003725,58,6,2.227490938,2.693613652,0.023242634,0.365395822,4478;6520;7431;8638;9208;10376,VIM;OASL;TUBA1B;MSN;LRRFIP1;SLC3A2,ThyroidCancer,MF,0.437236423
GO:0004620,phospholipase activity,http://amigo.geneontology.org/amigo/term/GO:0004620,58,6,2.227490938,2.693613652,0.023242634,0.365395822,1234;2923;5920;6352;9588;11145,CCL5;PDIA3;RARRES3;PLA2G16;PRDX6;CCR5,ThyroidCancer,MF,0.437236423
GO:0005164,tumor necrosis factor receptor binding,http://amigo.geneontology.org/amigo/term/GO:0005164,30,4,1.152150485,3.471768707,0.026661214,0.399430258,356;8740;8744;9618,FASLG;TNFSF9;TRAF4;TNFSF14,ThyroidCancer,MF,0.398559039
GO:0015215,nucleotide transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0015215,7,2,0.268835113,7.439504373,0.027180165,0.399430258,291;292,SLC25A4;SLC25A5,ThyroidCancer,MF,0.398559039
GO:0016846,carbon-sulfur lyase activity,http://amigo.geneontology.org/amigo/term/GO:0016846,7,2,0.268835113,7.439504373,0.027180165,0.399430258,241;4259,ALOX5AP;MGST3,ThyroidCancer,MF,0.398559039
GO:0004126,cytidine deaminase activity,http://amigo.geneontology.org/amigo/term/GO:0004126,7,2,0.268835113,7.439504373,0.027180165,0.399430258,27350;60489,APOBEC3G;APOBEC3C,ThyroidCancer,MF,0.398559039
GO:0031821,G protein-coupled serotonin receptor binding,http://amigo.geneontology.org/amigo/term/GO:0031821,7,2,0.268835113,7.439504373,0.027180165,0.399430258,409;2773,ARRB2;GNAI3,ThyroidCancer,MF,0.398559039
GO:0031730,CCR5 chemokine receptor binding,http://amigo.geneontology.org/amigo/term/GO:0031730,7,2,0.268835113,7.439504373,0.027180165,0.399430258,6348;6352,CCL5;CCL3,ThyroidCancer,MF,0.398559039
